CVE,Date,CWE,Severity
CVE-2025-23725,2025-01-23T16:15:39.530,CWE-79,7.1
CVE-2025-23727,2025-01-23T16:15:39.660,CWE-79,7.1
CVE-2025-23729,2025-01-23T16:15:39.790,CWE-79,7.1
CVE-2025-23730,2025-01-23T16:15:39.933,CWE-79,7.1
CVE-2025-23733,2025-01-23T16:15:40.073,CWE-79,7.1
CVE-2025-23834,2025-01-23T16:15:40.203,CWE-79,7.1
CVE-2025-23835,2025-01-23T16:15:40.353,CWE-79,7.1
CVE-2025-23836,2025-01-23T16:15:40.497,CWE-79,7.1
CVE-2025-23894,2025-01-23T16:15:40.637,CWE-79,7.1
CVE-2025-23960,2025-01-23T16:15:40.777,CWE-79,7.1
CVE-2025-0650,2025-01-23T17:15:22.163,CWE-284,8.1
CVE-2025-22153,2025-01-23T18:15:33.267,CWE-843,7.9
CVE-2025-23227,2025-01-23T18:15:33.440,CWE-79,5.4
CVE-2025-24033,2025-01-23T18:15:33.610,CWE-770,7.5
CVE-2025-24034,2025-01-23T18:15:33.793,CWE-532,3.2
CVE-2025-24353,2025-01-23T18:15:33.990,CWE-269;NVD-CWE-noinfo,4.3
CVE-2025-23011,2025-01-23T21:15:15.010,CWE-23,8.8
CVE-2025-23012,2025-01-23T21:15:15.173,CWE-1392,7.5
CVE-2025-0693,2025-01-23T22:15:15.397,CWE-204;CWE-208,5.3
CVE-2025-0314,2025-01-24T03:15:07.320,CWE-79,6.1
CVE-2025-22714,2025-01-24T11:15:09.823,CWE-79,7.1
CVE-2025-23422,2025-01-24T11:15:09.987,CWE-22,7.5
CVE-2025-23427,2025-01-24T11:15:10.140,CWE-79,7.1
CVE-2025-23522,2025-01-24T11:15:10.290,CWE-79,7.1
CVE-2025-23621,2025-01-24T11:15:10.473,CWE-79,7.1
CVE-2025-23622,2025-01-24T11:15:10.660,CWE-79,7.1
CVE-2025-23711,2025-01-24T11:15:10.813,CWE-79,7.1
CVE-2025-23734,2025-01-24T11:15:10.967,CWE-79,7.1
CVE-2025-23737,2025-01-24T11:15:11.103,CWE-79,7.1
CVE-2025-23837,2025-01-24T11:15:11.240,CWE-79,7.1
CVE-2025-23838,2025-01-24T11:15:11.390,CWE-79,7.1
CVE-2025-23839,2025-01-24T11:15:11.523,CWE-79,7.1
CVE-2025-23885,2025-01-24T11:15:11.660,CWE-79,7.1
CVE-2025-23888,2025-01-24T11:15:11.797,CWE-79,7.1
CVE-2025-23889,2025-01-24T11:15:11.950,CWE-79,7.1
CVE-2025-0697,2025-01-24T15:15:12.130,CWE-74;CWE-707,5.3
CVE-2025-22605,2025-01-24T15:15:12.330,CWE-78,7.8
CVE-2025-0698,2025-01-24T16:15:37.717,CWE-74;CWE-89,8.8
CVE-2025-0699,2025-01-24T16:15:37.977,CWE-74;CWE-89,8.8
CVE-2025-22606,2025-01-24T16:15:38.307,CWE-78,7.8
CVE-2025-22607,2025-01-24T16:15:38.470,CWE-200;CWE-862,5.5
CVE-2025-23991,2025-01-24T16:15:38.723,CWE-862,4.3
CVE-2025-0700,2025-01-24T17:15:14.517,CWE-74;CWE-89,8.8
CVE-2025-0701,2025-01-24T17:15:14.730,CWE-74;CWE-89,8.8
CVE-2025-22608,2025-01-24T17:15:14.960,CWE-639;CWE-862,6.5
CVE-2025-22609,2025-01-24T17:15:15.100,CWE-862,10.0
CVE-2025-22610,2025-01-24T17:15:15.237,CWE-862,6.5
CVE-2025-22611,2025-01-24T17:15:15.410,CWE-862,9.9
CVE-2025-22612,2025-01-24T17:15:15.570,CWE-200;CWE-862,10.0
CVE-2025-23222,2025-01-24T17:15:15.730,CWE-940,8.4
CVE-2025-24025,2025-01-24T17:15:15.900,CWE-116,6.1
CVE-2025-24355,2025-01-24T17:15:16.047,CWE-359,N/A
CVE-2025-24359,2025-01-24T17:15:16.197,CWE-134;CWE-749,8.4
CVE-2025-0702,2025-01-24T18:15:32.087,CWE-284;CWE-434,8.8
CVE-2025-24362,2025-01-24T18:15:32.383,CWE-532,7.1
CVE-2025-24542,2025-01-24T18:15:32.550,CWE-79,6.5
CVE-2025-24543,2025-01-24T18:15:32.703,CWE-352,4.3
CVE-2025-24546,2025-01-24T18:15:32.893,CWE-352,5.4
CVE-2025-24547,2025-01-24T18:15:33.063,CWE-79,6.5
CVE-2025-24552,2025-01-24T18:15:33.257,CWE-209,5.3
CVE-2025-24555,2025-01-24T18:15:33.440,CWE-352,7.1
CVE-2025-24561,2025-01-24T18:15:33.623,CWE-352,7.1
CVE-2025-24562,2025-01-24T18:15:33.810,CWE-352,7.1
CVE-2025-24568,2025-01-24T18:15:33.987,CWE-352,4.3
CVE-2025-24570,2025-01-24T18:15:34.147,CWE-79,7.1
CVE-2025-24571,2025-01-24T18:15:34.320,CWE-862,5.4
CVE-2025-24572,2025-01-24T18:15:34.477,CWE-352,6.5
CVE-2025-24573,2025-01-24T18:15:34.640,CWE-79,6.5
CVE-2025-24575,2025-01-24T18:15:34.793,CWE-79,6.5
CVE-2025-24578,2025-01-24T18:15:34.947,CWE-79,5.4
CVE-2025-24579,2025-01-24T18:15:35.090,CWE-79,5.9
CVE-2025-24580,2025-01-24T18:15:35.247,CWE-862,6.5
CVE-2025-24582,2025-01-24T18:15:35.397,CWE-201,5.3
CVE-2025-24585,2025-01-24T18:15:35.550,CWE-79,6.5
CVE-2025-24587,2025-01-24T18:15:35.697,CWE-89,7.6
CVE-2025-24588,2025-01-24T18:15:35.867,CWE-862,6.5
CVE-2025-24589,2025-01-24T18:15:36.013,CWE-862,4.3
CVE-2025-24591,2025-01-24T18:15:36.160,CWE-862,8.8
CVE-2025-24594,2025-01-24T18:15:36.330,CWE-862,6.5
CVE-2025-24595,2025-01-24T18:15:36.497,CWE-79,6.5
CVE-2025-24596,2025-01-24T18:15:36.657,CWE-862,9.8
CVE-2025-24604,2025-01-24T18:15:36.823,CWE-862,5.4
CVE-2025-24610,2025-01-24T18:15:36.980,CWE-79,6.5
CVE-2025-24611,2025-01-24T18:15:37.133,CWE-22,4.9
CVE-2025-24613,2025-01-24T18:15:37.277,CWE-862,4.3
CVE-2025-24618,2025-01-24T18:15:37.430,CWE-862,8.8
CVE-2025-24622,2025-01-24T18:15:37.577,CWE-352,5.4
CVE-2025-24623,2025-01-24T18:15:37.727,CWE-352,4.3
CVE-2025-24625,2025-01-24T18:15:37.897,CWE-862,4.3
CVE-2025-24627,2025-01-24T18:15:38.050,CWE-79,6.5
CVE-2025-24633,2025-01-24T18:15:38.200,CWE-862,5.3
CVE-2025-24634,2025-01-24T18:15:38.350,CWE-79,5.9
CVE-2025-24636,2025-01-24T18:15:38.507,CWE-352,7.1
CVE-2025-24638,2025-01-24T18:15:38.670,CWE-79,6.5
CVE-2025-24644,2025-01-24T18:15:38.833,CWE-79,4.8
CVE-2025-24647,2025-01-24T18:15:39.007,CWE-352,5.4
CVE-2025-24649,2025-01-24T18:15:39.167,CWE-862,4.3
CVE-2025-24650,2025-01-24T18:15:39.347,CWE-434,9.1
CVE-2025-24652,2025-01-24T18:15:39.517,CWE-862,5.4
CVE-2025-24657,2025-01-24T18:15:39.680,CWE-79,5.9
CVE-2025-24658,2025-01-24T18:15:39.853,CWE-79,5.9
CVE-2025-24659,2025-01-24T18:15:40.020,CWE-89,7.6
CVE-2025-24663,2025-01-24T18:15:40.203,CWE-89,7.6
CVE-2025-24666,2025-01-24T18:15:40.400,CWE-79,5.9
CVE-2025-24668,2025-01-24T18:15:40.563,CWE-79,5.9
CVE-2025-24669,2025-01-24T18:15:40.730,CWE-89,8.5
CVE-2025-24672,2025-01-24T18:15:40.890,CWE-89,8.5
CVE-2025-24673,2025-01-24T18:15:41.033,CWE-80,6.5
CVE-2025-24674,2025-01-24T18:15:41.190,CWE-79,5.9
CVE-2025-24675,2025-01-24T18:15:41.340,CWE-79,6.5
CVE-2025-24678,2025-01-24T18:15:41.477,CWE-80,6.5
CVE-2025-24679,2025-01-24T18:15:41.630,CWE-862,4.3
CVE-2025-24681,2025-01-24T18:15:41.767,CWE-79,5.9
CVE-2025-24682,2025-01-24T18:15:41.947,CWE-862,4.3
CVE-2025-24683,2025-01-24T18:15:42.133,CWE-89,7.6
CVE-2025-24687,2025-01-24T18:15:42.283,CWE-79,6.5
CVE-2025-24691,2025-01-24T18:15:42.433,CWE-862,4.3
CVE-2025-24693,2025-01-24T18:15:42.597,CWE-862,4.3
CVE-2025-24695,2025-01-24T18:15:42.740,CWE-918,4.4
CVE-2025-24696,2025-01-24T18:15:42.900,CWE-352,4.3
CVE-2025-24698,2025-01-24T18:15:43.050,CWE-352,4.3
CVE-2025-24701,2025-01-24T18:15:43.207,CWE-918,4.4
CVE-2025-24702,2025-01-24T18:15:43.360,CWE-79,6.5
CVE-2025-24703,2025-01-24T18:15:43.520,CWE-918,4.4
CVE-2025-24704,2025-01-24T18:15:43.680,CWE-79,6.5
CVE-2025-24705,2025-01-24T18:15:43.840,CWE-862,5.3
CVE-2025-24706,2025-01-24T18:15:44.003,CWE-79,6.5
CVE-2025-24709,2025-01-24T18:15:44.170,CWE-79,6.5
CVE-2025-24711,2025-01-24T18:15:44.330,CWE-352,5.4
CVE-2025-24712,2025-01-24T18:15:44.480,CWE-352,5.4
CVE-2025-24713,2025-01-24T18:15:44.630,CWE-352,5.4
CVE-2025-24714,2025-01-24T18:15:44.773,CWE-352,5.4
CVE-2025-24715,2025-01-24T18:15:44.913,CWE-352,5.4
CVE-2025-24716,2025-01-24T18:15:45.057,CWE-352,5.4
CVE-2025-24717,2025-01-24T18:15:45.210,CWE-352,8.8
CVE-2025-24719,2025-01-24T18:15:45.360,CWE-79,6.5
CVE-2025-24720,2025-01-24T18:15:45.523,CWE-352,5.4
CVE-2025-24721,2025-01-24T18:15:45.667,CWE-79,6.5
CVE-2025-24722,2025-01-24T18:15:45.840,CWE-79,5.9
CVE-2025-24723,2025-01-24T18:15:46.000,CWE-79,5.9
CVE-2025-24724,2025-01-24T18:15:46.170,CWE-352,5.4
CVE-2025-24725,2025-01-24T18:15:46.357,CWE-862,4.3
CVE-2025-24726,2025-01-24T18:15:46.530,CWE-79,6.5
CVE-2025-24727,2025-01-24T18:15:46.707,CWE-79,4.8
CVE-2025-24728,2025-01-24T18:15:46.877,CWE-89,8.5
CVE-2025-24729,2025-01-24T18:15:47.037,CWE-79,5.4
CVE-2025-24730,2025-01-24T18:15:47.193,CWE-79,6.5
CVE-2025-24731,2025-01-24T18:15:47.370,CWE-79,4.8
CVE-2025-24732,2025-01-24T18:15:47.530,CWE-79,6.5
CVE-2025-24733,2025-01-24T18:15:47.697,CWE-98;CWE-706,6.5
CVE-2025-24736,2025-01-24T18:15:47.850,CWE-862,4.3
CVE-2025-24738,2025-01-24T18:15:48.017,CWE-352,4.3
CVE-2025-24739,2025-01-24T18:15:48.177,CWE-352,4.3
CVE-2025-24746,2025-01-24T18:15:48.437,CWE-79,5.4
CVE-2025-24750,2025-01-24T18:15:48.663,CWE-862,5.4
CVE-2025-24751,2025-01-24T18:15:48.810,CWE-862,4.3
CVE-2025-24753,2025-01-24T18:15:48.950,CWE-862,8.8
CVE-2025-24755,2025-01-24T18:15:49.160,CWE-79,6.5
CVE-2025-24756,2025-01-24T18:15:49.307,CWE-352,7.1
CVE-2025-0703,2025-01-24T19:15:13.137,CWE-22,4.3
CVE-2025-0704,2025-01-24T19:15:13.303,CWE-400;CWE-404,5.3
CVE-2025-0705,2025-01-24T19:15:13.467,CWE-601,6.1
CVE-2025-24363,2025-01-24T19:15:13.633,CWE-200,4.2
CVE-2025-0706,2025-01-24T20:15:33.830,CWE-79;CWE-94,5.4
CVE-2025-0707,2025-01-24T20:15:34.020,CWE-426,7.8
CVE-2025-0708,2025-01-24T20:15:34.200,CWE-79;CWE-94,5.4
CVE-2025-0709,2025-01-24T21:15:11.237,CWE-79;CWE-94,4.8
CVE-2025-0710,2025-01-24T21:15:11.420,CWE-79;CWE-94,5.4
CVE-2025-21262,2025-01-24T22:15:38.220,CWE-451;NVD-CWE-Other,5.4
CVE-2025-24360,2025-01-25T01:15:24.047,CWE-200,5.3
CVE-2025-24361,2025-01-25T01:15:24.193,CWE-749,5.3
CVE-2025-0357,2025-01-25T02:15:26.990,CWE-434,9.8
CVE-2025-0411,2025-01-25T05:15:09.533,CWE-693;NVD-CWE-noinfo,7.0
CVE-2025-0682,2025-01-25T06:15:28.740,CWE-98,8.8
CVE-2025-0350,2025-01-25T10:15:08.160,CWE-79,5.4
CVE-2025-0542,2025-01-25T17:15:21.030,CWE-22;CWE-276,7.8
CVE-2025-0543,2025-01-25T17:15:21.720,CWE-276,7.8
CVE-2025-24858,2025-01-26T06:15:23.470,CWE-201,8.3
CVE-2025-0720,2025-01-26T23:15:21.547,CWE-119;CWE-121,5.5
CVE-2025-0721,2025-01-27T00:15:26.317,CWE-79;CWE-94,6.1
CVE-2025-0722,2025-01-27T00:15:26.517,CWE-284;CWE-434,7.2
CVE-2025-24389,2025-01-27T06:15:24.170,CWE-532,6.3
CVE-2025-24390,2025-01-27T06:15:24.313,CWE-614,6.8
CVE-2025-24814,2025-01-27T09:15:14.947,CWE-250;NVD-CWE-Other,5.5
CVE-2025-0695,2025-01-27T11:15:11.087,CWE-770,5.3
CVE-2025-0696,2025-01-27T11:15:11.267,CWE-476,5.3
CVE-2025-22513,2025-01-27T14:15:28.233,CWE-79,7.1
CVE-2025-23457,2025-01-27T14:15:28.373,CWE-79,7.1
CVE-2025-23792,2025-01-27T14:15:28.510,CWE-79,7.1
CVE-2025-24533,2025-01-27T14:15:28.653,CWE-352,5.4
CVE-2025-24584,2025-01-27T14:15:28.797,CWE-862,4.3
CVE-2025-24601,2025-01-27T14:15:28.927,CWE-502,9.8
CVE-2025-24612,2025-01-27T14:15:29.063,CWE-89,9.3
CVE-2025-24664,2025-01-27T14:15:29.197,CWE-89,9.3
CVE-2025-24685,2025-01-27T14:15:29.333,CWE-35,8.1
CVE-2025-24754,2025-01-27T14:15:29.477,CWE-862,4.3
CVE-2025-23529,2025-01-27T15:15:11.813,CWE-862,6.5
CVE-2025-23531,2025-01-27T15:15:11.963,CWE-79,7.1
CVE-2025-23574,2025-01-27T15:15:12.123,CWE-79,7.1
CVE-2025-23656,2025-01-27T15:15:12.267,CWE-862,6.5
CVE-2025-23669,2025-01-27T15:15:12.423,CWE-79,6.5
CVE-2025-23752,2025-01-27T15:15:12.570,CWE-79,7.1
CVE-2025-23754,2025-01-27T15:15:12.727,CWE-79,7.1
CVE-2025-23756,2025-01-27T15:15:12.877,CWE-79,7.1
CVE-2025-23849,2025-01-27T15:15:13.087,CWE-862,5.4
CVE-2025-23982,2025-01-27T15:15:13.247,CWE-862,7.1
CVE-2025-24537,2025-01-27T15:15:13.440,CWE-352,5.4
CVE-2025-24538,2025-01-27T15:15:13.607,CWE-352,5.4
CVE-2025-24540,2025-01-27T15:15:13.753,CWE-352,4.3
CVE-2025-24590,2025-01-27T15:15:13.947,CWE-862,5.3
CVE-2025-24593,2025-01-27T15:15:14.090,CWE-79,6.1
CVE-2025-24600,2025-01-27T15:15:14.233,CWE-862,5.3
CVE-2025-24603,2025-01-27T15:15:14.437,CWE-862,4.3
CVE-2025-24606,2025-01-27T15:15:14.587,CWE-862,6.4
CVE-2025-24626,2025-01-27T15:15:14.777,CWE-79,7.1
CVE-2025-24628,2025-01-27T15:15:14.923,CWE-290,5.3
CVE-2025-24653,2025-01-27T15:15:15.070,CWE-862,4.3
CVE-2025-24662,2025-01-27T15:15:15.227,CWE-862,5.3
CVE-2025-24665,2025-01-27T15:15:15.427,CWE-89,9.3
CVE-2025-24667,2025-01-27T15:15:15.563,CWE-89,9.3
CVE-2025-24671,2025-01-27T15:15:15.703,CWE-502,9.8
CVE-2025-24680,2025-01-27T15:15:15.863,CWE-80;CWE-79,6.1
CVE-2025-24689,2025-01-27T15:15:16.073,CWE-538,5.9
CVE-2025-24708,2025-01-27T15:15:16.230,CWE-79,7.1
CVE-2025-24734,2025-01-27T15:15:16.390,CWE-862,8.8
CVE-2025-24740,2025-01-27T15:15:16.537,CWE-601,4.7
CVE-2025-24741,2025-01-27T15:15:16.680,CWE-601,6.1
CVE-2025-24742,2025-01-27T15:15:16.830,CWE-352,8.8
CVE-2025-24743,2025-01-27T15:15:16.977,CWE-862,4.3
CVE-2025-24744,2025-01-27T15:15:17.117,CWE-862,4.3
CVE-2025-24747,2025-01-27T15:15:17.253,CWE-862,5.3
CVE-2025-24782,2025-01-27T15:15:17.450,CWE-98;NVD-CWE-Other,8.8
CVE-2025-24783,2025-01-27T15:15:17.610,CWE-335,7.5
CVE-2025-0729,2025-01-27T17:15:16.917,CWE-451,4.3
CVE-2025-0730,2025-01-27T17:15:17.133,CWE-598,3.7
CVE-2025-22604,2025-01-27T17:15:17.307,CWE-78,7.2
CVE-2025-0732,2025-01-27T18:15:40.550,CWE-426,4.5
CVE-2025-0733,2025-01-27T18:15:40.760,CWE-426,4.5
CVE-2025-23197,2025-01-27T18:15:41.037,CWE-754,6.5
CVE-2025-24354,2025-01-27T18:15:41.197,CWE-918,5.3
CVE-2025-24356,2025-01-27T18:15:41.347,CWE-405,7.5
CVE-2025-24357,2025-01-27T18:15:41.523,CWE-502,8.8
CVE-2025-24364,2025-01-27T18:15:41.690,CWE-74,7.2
CVE-2025-24365,2025-01-27T18:15:41.847,CWE-284;NVD-CWE-noinfo,7.5
CVE-2025-24367,2025-01-27T18:15:42.003,CWE-144;NVD-CWE-Other,8.8
CVE-2025-24368,2025-01-27T18:15:42.157,CWE-89,7.5
CVE-2025-0734,2025-01-27T19:15:19.130,CWE-20;CWE-502,7.2
CVE-2025-0751,2025-01-27T20:15:34.587,CWE-119;CWE-122;CWE-787,6.5
CVE-2025-0753,2025-01-27T21:15:13.653,CWE-119;CWE-122;CWE-787,6.5
CVE-2025-24085,2025-01-27T22:15:14.990,CWE-416,10.0
CVE-2025-24086,2025-01-27T22:15:15.080,NVD-CWE-noinfo;CWE-770,5.5
CVE-2025-24087,2025-01-27T22:15:15.180,CWE-281,5.5
CVE-2025-24092,2025-01-27T22:15:15.267,CWE-125,5.5
CVE-2025-24093,2025-01-27T22:15:15.350,CWE-276,9.8
CVE-2025-24094,2025-01-27T22:15:15.450,CWE-362,4.7
CVE-2025-24096,2025-01-27T22:15:15.533,NVD-CWE-noinfo;CWE-862,5.5
CVE-2025-24100,2025-01-27T22:15:15.627,NVD-CWE-noinfo;CWE-1284,3.3
CVE-2025-24101,2025-01-27T22:15:15.717,CWE-922,5.5
CVE-2025-24102,2025-01-27T22:15:15.807,CWE-200,9.8
CVE-2025-24103,2025-01-27T22:15:15.900,CWE-59,5.5
CVE-2025-24104,2025-01-27T22:15:15.983,CWE-59,5.5
CVE-2025-24106,2025-01-27T22:15:16.070,NVD-CWE-noinfo,5.5
CVE-2025-24107,2025-01-27T22:15:16.170,NVD-CWE-noinfo;CWE-276,7.8
CVE-2025-24108,2025-01-27T22:15:16.263,NVD-CWE-noinfo;CWE-862,5.5
CVE-2025-24109,2025-01-27T22:15:16.347,NVD-CWE-noinfo;CWE-200,5.5
CVE-2025-24112,2025-01-27T22:15:16.433,NVD-CWE-noinfo;CWE-770,5.5
CVE-2025-24113,2025-01-27T22:15:16.530,NVD-CWE-noinfo,4.3
CVE-2025-24114,2025-01-27T22:15:16.620,NVD-CWE-noinfo;CWE-863,5.5
CVE-2025-24115,2025-01-27T22:15:16.713,NVD-CWE-noinfo;CWE-125,6.3
CVE-2025-24116,2025-01-27T22:15:16.803,NVD-CWE-noinfo;CWE-862,4.4
CVE-2025-24117,2025-01-27T22:15:16.900,CWE-922,5.5
CVE-2025-24118,2025-01-27T22:15:17.033,NVD-CWE-noinfo;CWE-787,7.1
CVE-2025-24120,2025-01-27T22:15:17.140,NVD-CWE-noinfo;CWE-772,7.5
CVE-2025-24121,2025-01-27T22:15:17.230,CWE-863,3.3
CVE-2025-24122,2025-01-27T22:15:17.323,NVD-CWE-noinfo;CWE-787,5.5
CVE-2025-24123,2025-01-27T22:15:17.413,NVD-CWE-noinfo,5.5
CVE-2025-24124,2025-01-27T22:15:17.510,NVD-CWE-noinfo,5.5
CVE-2025-24126,2025-01-27T22:15:17.603,NVD-CWE-noinfo;CWE-400,7.3
CVE-2025-24127,2025-01-27T22:15:17.703,NVD-CWE-noinfo;CWE-770,5.5
CVE-2025-24128,2025-01-27T22:15:17.793,NVD-CWE-noinfo,4.3
CVE-2025-24129,2025-01-27T22:15:17.887,CWE-843,7.5
CVE-2025-24130,2025-01-27T22:15:17.977,NVD-CWE-noinfo,5.5
CVE-2025-24131,2025-01-27T22:15:18.070,NVD-CWE-noinfo;CWE-120,6.5
CVE-2025-24134,2025-01-27T22:15:18.153,NVD-CWE-noinfo;CWE-200,5.5
CVE-2025-24135,2025-01-27T22:15:18.247,NVD-CWE-noinfo;CWE-276,7.8
CVE-2025-24136,2025-01-27T22:15:18.340,CWE-59,4.4
CVE-2025-24137,2025-01-27T22:15:18.433,CWE-843,8.0
CVE-2025-24138,2025-01-27T22:15:18.530,NVD-CWE-noinfo;CWE-200,5.5
CVE-2025-24139,2025-01-27T22:15:18.627,NVD-CWE-noinfo;CWE-787,5.5
CVE-2025-24140,2025-01-27T22:15:18.710,NVD-CWE-noinfo;CWE-276,5.3
CVE-2025-24141,2025-01-27T22:15:18.800,NVD-CWE-noinfo;CWE-863,3.3
CVE-2025-24143,2025-01-27T22:15:18.893,NVD-CWE-noinfo;CWE-862,6.5
CVE-2025-24145,2025-01-27T22:15:18.990,CWE-532,3.3
CVE-2025-24146,2025-01-27T22:15:19.077,CWE-200,9.8
CVE-2025-24149,2025-01-27T22:15:19.173,CWE-125,5.5
CVE-2025-24150,2025-01-27T22:15:19.270,CWE-77,8.8
CVE-2025-24151,2025-01-27T22:15:19.360,NVD-CWE-noinfo;CWE-400,5.5
CVE-2025-24152,2025-01-27T22:15:19.443,NVD-CWE-noinfo,5.5
CVE-2025-24153,2025-01-27T22:15:19.537,CWE-120,6.7
CVE-2025-24154,2025-01-27T22:15:19.620,CWE-787;CWE-757,9.1
CVE-2025-24156,2025-01-27T22:15:19.710,CWE-190,7.8
CVE-2025-24158,2025-01-27T22:15:19.800,NVD-CWE-noinfo;CWE-79,6.5
CVE-2025-24159,2025-01-27T22:15:19.897,NVD-CWE-noinfo;CWE-94,7.8
CVE-2025-24160,2025-01-27T22:15:19.987,CWE-404,4.3
CVE-2025-24161,2025-01-27T22:15:20.083,NVD-CWE-noinfo;CWE-754,5.5
CVE-2025-24162,2025-01-27T22:15:20.167,NVD-CWE-noinfo;CWE-125,6.5
CVE-2025-24163,2025-01-27T22:15:20.267,NVD-CWE-noinfo,5.5
CVE-2025-24166,2025-01-27T22:15:20.357,N/A,N/A
CVE-2025-24169,2025-01-27T22:15:20.460,NVD-CWE-Other;CWE-532,7.5
CVE-2025-24174,2025-01-27T22:15:20.547,NVD-CWE-noinfo;CWE-200,7.7
CVE-2025-24176,2025-01-27T22:15:20.643,CWE-276,7.1
CVE-2025-24177,2025-01-27T22:15:20.750,CWE-476,7.5
CVE-2025-24369,2025-01-27T23:15:11.310,CWE-807,2.3
CVE-2025-22865,2025-01-28T02:15:29.243,N/A,7.5
CVE-2025-23084,2025-01-28T05:15:11.267,CWE-22,5.5
CVE-2025-24810,2025-01-28T05:15:11.413,CWE-79,N/A
CVE-2025-0321,2025-01-28T08:15:29.810,CWE-79,5.4
CVE-2025-0290,2025-01-28T09:15:09.363,CWE-835;NVD-CWE-noinfo,4.3
CVE-2025-0736,2025-01-28T09:15:09.543,CWE-532,5.5
CVE-2025-0750,2025-01-28T10:15:09.317,CWE-22,6.6
CVE-2025-0752,2025-01-28T10:15:09.493,CWE-444,6.3
CVE-2025-0754,2025-01-28T10:15:09.697,CWE-117,4.3
CVE-2025-0065,2025-01-28T11:15:07.413,CWE-88,7.8
CVE-2025-0432,2025-01-28T16:15:40.183,CWE-319,5.7
CVE-2025-0659,2025-01-28T16:15:40.360,CWE-200,7.0
CVE-2025-23045,2025-01-28T16:15:40.690,CWE-502,9.8
CVE-2025-23211,2025-01-28T16:15:40.937,CWE-1336;CWE-94,9.9
CVE-2025-23212,2025-01-28T16:15:41.080,CWE-200;NVD-CWE-noinfo,6.5
CVE-2025-23213,2025-01-28T16:15:41.217,CWE-434,5.4
CVE-2025-23385,2025-01-28T16:15:41.377,CWE-114,7.8
CVE-2025-24800,2025-01-28T16:15:45.063,CWE-347;CWE-670,9.3
CVE-2025-0781,2025-01-28T17:15:25.947,CWE-863,9.9
CVE-2025-23053,2025-01-28T18:15:38.987,CWE-863,6.5
CVE-2025-23054,2025-01-28T18:15:39.147,CWE-863,6.5
CVE-2025-23055,2025-01-28T18:15:39.317,CWE-79,5.4
CVE-2025-23056,2025-01-28T18:15:39.500,CWE-79,5.4
CVE-2025-23057,2025-01-28T18:15:39.677,CWE-79,5.4
CVE-2025-0631,2025-01-28T19:15:14.270,CWE-319,8.7
CVE-2025-0783,2025-01-28T19:15:14.410,CWE-266;CWE-284,6.3
CVE-2025-22217,2025-01-28T19:15:14.640,CWE-89,8.6
CVE-2025-24478,2025-01-28T19:15:14.777,CWE-755,7.1
CVE-2025-24479,2025-01-28T19:15:14.910,CWE-863,8.6
CVE-2025-24480,2025-01-28T19:15:15.033,CWE-78,9.3
CVE-2025-0784,2025-01-28T20:15:56.230,CWE-310;CWE-319,5.9
CVE-2025-24481,2025-01-28T21:15:18.520,CWE-732,7.0
CVE-2025-24482,2025-01-28T21:15:18.687,CWE-94,7.0
CVE-2025-24826,2025-01-28T21:15:18.817,CWE-276,N/A
CVE-2025-0785,2025-01-28T22:15:16.227,CWE-79;CWE-94,6.1
CVE-2025-0786,2025-01-28T22:15:16.423,CWE-74;CWE-89,8.8
CVE-2025-0787,2025-01-28T22:15:16.600,CWE-79;CWE-94,5.4
CVE-2025-22917,2025-01-28T22:15:16.770,CWE-79,5.4
CVE-2025-0788,2025-01-28T23:15:08.427,CWE-74;CWE-89,8.8
CVE-2025-0789,2025-01-28T23:15:08.610,CWE-74;CWE-89,8.8
CVE-2025-0790,2025-01-29T00:15:08.280,CWE-79;CWE-94,6.1
CVE-2025-0791,2025-01-29T00:15:08.480,CWE-74;CWE-89,9.8
CVE-2025-0792,2025-01-29T00:15:08.653,CWE-74;CWE-89,9.8
CVE-2025-0793,2025-01-29T01:15:07.780,CWE-74;CWE-89,9.8
CVE-2025-0794,2025-01-29T01:15:07.943,CWE-79;CWE-94,6.1
CVE-2025-0795,2025-01-29T02:15:26.830,CWE-79;CWE-94,6.1
CVE-2025-0797,2025-01-29T02:15:27.010,CWE-266;CWE-276,3.3
CVE-2025-0798,2025-01-29T02:15:27.190,CWE-77;CWE-78,8.1
CVE-2025-0800,2025-01-29T02:15:27.373,CWE-79;CWE-94,4.8
CVE-2025-0802,2025-01-29T02:15:27.550,CWE-266;CWE-284;NVD-CWE-noinfo,8.1
CVE-2025-0803,2025-01-29T02:15:27.723,CWE-74;CWE-89,9.8
CVE-2025-23362,2025-01-29T02:15:27.910,CWE-79,N/A
CVE-2025-0806,2025-01-29T03:15:06.900,CWE-79;CWE-94,6.1
CVE-2025-0804,2025-01-29T04:15:07.193,CWE-79,5.4
CVE-2025-0617,2025-01-29T11:15:09.330,CWE-776,5.9
CVE-2025-0762,2025-01-29T11:15:09.593,CWE-416,8.8
CVE-2025-0353,2025-01-29T12:15:29.477,CWE-79,6.4
CVE-2025-24374,2025-01-29T16:15:44.090,CWE-74,4.3
CVE-2025-24792,2025-01-29T16:15:44.273,CWE-195,4.4
CVE-2025-24527,2025-01-29T17:15:29.873,CWE-732,8.0
CVE-2025-24791,2025-01-29T17:15:30.020,CWE-281,5.5
CVE-2025-24789,2025-01-29T18:15:47.030,CWE-426,7.8
